Category,Link Title,URL,Section Title,Content
General,JioPay Business Partner Program,https://jiopay.com/business/partner-program,Type of Business,"Company Name Website Type of Business  Contact person name Contact Number Email Address Contact JioPay By completing this form, I have read and acknowledged the Privacy Policy and agree that JioPay may contact me at the email address or phone number above"
General,JioPay Business Partner Program,https://jiopay.com/business/partner-program,Jio Payment Solutions Limited,Jio Payment Solutions Limited (formerly known as Reliance Payment Solutions Limited)
General,JioPay Business Partner Program,https://jiopay.com/business/partner-program,Registered Address :,"Registered Address : 5th Floor, Court House, Lokmanya Tilak Marg, Dhobi Talao, Mumbai - 400 002, India"
General,JioPay Business Partner Program,https://jiopay.com/business/partner-program,Corporate Address :,"Corporate Address : 2nd Floor B Wing, Building 25, Dhirubhai Ambani Knowledge City, Kopar Khairane, Navi Mumbai –400 710, India"
Products,Payment Gateway,https://jiopay.com/business/paymentgateway,PAYMENT GATEWAY,PAYMENT GATEWAY The best way to get paid online
Products,Payment Gateway,https://jiopay.com/business/paymentgateway,"100+
Payment
Methods
Supported",100+ Payment Methods Supported
Products,Payment Gateway,https://jiopay.com/business/paymentgateway,Direct,Direct Get paid by your users anytime and anywhere
Products,Payment Gateway,https://jiopay.com/business/paymentgateway,Checkout,Checkout Offer mobile-first payment experience for superior experience
Products,Payment Gateway,https://jiopay.com/business/paymentgateway,Vault,Vault Tokenise cards compliantly for seamless transactions in the future
Products,Payment Gateway,https://jiopay.com/business/paymentgateway,Collect,Collect Create digital payment links after fulfilment
Products,Payment Gateway,https://jiopay.com/business/paymentgateway,Repeat,Repeat Bill users automatically on a recurring basis
Products,Payment Gateway,https://jiopay.com/business/paymentgateway,Campaign,Campaign Run campaigns on the payment methods that your users have
Products,Payment Gateway,https://jiopay.com/business/paymentgateway,Console,Console Exercise complete control over your business
Products,Payment Gateway,https://jiopay.com/business/paymentgateway,1 QR,1 QR Display QRs online or in-store to collect payments from users
Products,Payment Gateway,https://jiopay.com/business/paymentgateway,JioPay Business App,JioPay Business App Start accepting UPI payments from your customers instantly irrespective of which UPI app they use. Know More
Products,Payment Gateway,https://jiopay.com/business/paymentgateway,Developer centric product,"Developer centric product Integrating with JioPay lets you offer your users multiple ways to pay – and we’re adding more frequently. Build and test with Jio Pay on sandbox. When you’re done, start collecting user payments instantly"
Products,Payment Gateway,https://jiopay.com/business/paymentgateway,Why use JioPay?,Why use JioPay? Increase conversions Better your sales and retention with our carefully crafted checkout experience Know More Widen your presence Reach millions of unique users across different parts of the country Know More Mitigate risk & secure data Prevent fraudulent transactions while processing genuine orders Know More Omni channel experience Create unique experiences that are specific to your product Know More
Products,Payment Gateway,https://jiopay.com/business/paymentgateway,Everything your business needs,"Everything your business needs Jio Pay has the ideal solution for your business needs. Our innovation at scale, experience and immense understanding of the Indian market can do wonders for your business. Be it marketplace payments, subscription payments or on-demand payments on the go, we help deliver the best experience for your users."
Products,Payment Gateway,https://jiopay.com/business/paymentgateway,, 300 Million+ Transactions processed
Products,Payment Gateway,https://jiopay.com/business/paymentgateway,, 100K+ Unique merchants
Products,Payment Gateway,https://jiopay.com/business/paymentgateway,, 7 Million+ Cards tokenized
Products,Payment Gateway,https://jiopay.com/business/paymentgateway,"Want to better your checkout experience? 
Contact Us.",Want to better your checkout experience? Contact Us.
Products,Payment Gateway,https://jiopay.com/business/paymentgateway,"By completing this form, I have read and acknowledged the
 Privacy Policy 
and agree that JioPay may contact me at the email address or phone number above","By completing this form, I have read and acknowledged the Privacy Policy and agree that JioPay may contact me at the email address or phone number above"
Products,Payment Gateway,https://jiopay.com/business/paymentgateway,Jio Payment Solutions Limited,Jio Payment Solutions Limited (formerly known as Reliance Payment Solutions Limited)
Products,Payment Gateway,https://jiopay.com/business/paymentgateway,Registered Address :,"Registered Address : 5th Floor, Court House, Lokmanya Tilak Marg, Dhobi Talao, Mumbai - 400 002, India"
Products,Payment Gateway,https://jiopay.com/business/paymentgateway,Corporate Address :,"Corporate Address : 2nd Floor B Wing, Building 25, Dhirubhai Ambani Knowledge City, Kopar Khairane, Navi Mumbai –400 710, India"
Products,Point of Sale,https://jiopay.com/business/pointofsale,POINT OF SALE, POINT OF SALE The smartest way to accept in-person payments
Products,Point of Sale,https://jiopay.com/business/pointofsale,Modern smart devices meets state-of-the-art software and infrastructure,"Modern smart devices meets state-of-the-art software and infrastructure Our platform with its suite of fully integrated products enables you to accept payments seamlessly from your users, be it on websites or in-store."
Products,Point of Sale,https://jiopay.com/business/pointofsale,Choose a QR product from the comprehensive suite of solutions that JioPay offers. Deploy a static QR or generate one for each transaction for either in-store or after-delivery to collect payments from your users. You can also opt to deploy the JioPay digital standee to add that additional zing to your store.,Choose a QR product from the comprehensive suite of solutions that JioPay offers. Deploy a static QR or generate one for each transaction for either in-store or after-delivery to collect payments from your users. You can also opt to deploy the JioPay digital standee to add that additional zing to your store. Know More
Products,Point of Sale,https://jiopay.com/business/pointofsale,JioPay Business App,JioPay Business App Start accepting UPI payments from your customers instantly irrespective of which UPI app they use. Know More
Products,Point of Sale,https://jiopay.com/business/pointofsale,"Want to better your checkout experience? 
Contact Us.",Want to better your checkout experience? Contact Us.
Products,Point of Sale,https://jiopay.com/business/pointofsale,"By completing this form, I have read and acknowledged the
 Privacy Policy 
and agree that JioPay may contact me at the email address or phone number above","By completing this form, I have read and acknowledged the Privacy Policy and agree that JioPay may contact me at the email address or phone number above"
Products,Point of Sale,https://jiopay.com/business/pointofsale,Jio Payment Solutions Limited,Jio Payment Solutions Limited (formerly known as Reliance Payment Solutions Limited)
Products,Point of Sale,https://jiopay.com/business/pointofsale,Registered Address :,"Registered Address : 5th Floor, Court House, Lokmanya Tilak Marg, Dhobi Talao, Mumbai - 400 002, India"
Products,Point of Sale,https://jiopay.com/business/pointofsale,Corporate Address :,"Corporate Address : 2nd Floor B Wing, Building 25, Dhirubhai Ambani Knowledge City, Kopar Khairane, Navi Mumbai –400 710, India"
Products,UPI Hub,https://jiopay.com/business/upi,UPI HUB, UPI HUB Experience the versatile suite of UPI products from JioPay
Products,UPI Hub,https://jiopay.com/business/upi,Go above and beyond,Go above and beyond Push the boundaries with JioPay UPI Hub. Issues your own handles to your users and unlock the untapped potential of the UPI platform
Products,UPI Hub,https://jiopay.com/business/upi,JioPay Business App,JioPay Business App Start accepting UPI payments from your customers instantly irrespective of which UPI app they use. Know More
Products,UPI Hub,https://jiopay.com/business/upi,Choose a QR product from the comprehensive suite of solutions that JioPay offers. Deploy a static QR or generate one for each transaction for either in-store or after-delivery to collect payments from your users. You can also opt to deploy the JioPay digital standee to add that additional zing to your store.,Choose a QR product from the comprehensive suite of solutions that JioPay offers. Deploy a static QR or generate one for each transaction for either in-store or after-delivery to collect payments from your users. You can also opt to deploy the JioPay digital standee to add that additional zing to your store. Know More
Products,UPI Hub,https://jiopay.com/business/upi,"Want to better your checkout experience? 
Contact Us.",Want to better your checkout experience? Contact Us.
Products,UPI Hub,https://jiopay.com/business/upi,"By completing this form, I have read and acknowledged the
 Privacy Policy 
and agree that JioPay may contact me at the email address or phone number above","By completing this form, I have read and acknowledged the Privacy Policy and agree that JioPay may contact me at the email address or phone number above"
Products,UPI Hub,https://jiopay.com/business/upi,Jio Payment Solutions Limited,Jio Payment Solutions Limited (formerly known as Reliance Payment Solutions Limited)
Products,UPI Hub,https://jiopay.com/business/upi,Registered Address :,"Registered Address : 5th Floor, Court House, Lokmanya Tilak Marg, Dhobi Talao, Mumbai - 400 002, India"
Products,UPI Hub,https://jiopay.com/business/upi,Corporate Address :,"Corporate Address : 2nd Floor B Wing, Building 25, Dhirubhai Ambani Knowledge City, Kopar Khairane, Navi Mumbai –400 710, India"
Products,Biller Centre,https://jiopay.com/business/biller,BILLER CENTER, BILLER CENTER Collect payments seamlessly from your users for your entity
Products,Biller Centre,https://jiopay.com/business/biller,Collect easily across Bharat,Collect easily across Bharat JioPay Biller Center helps you connect to BBPS which makes payment collection across the country easy and effortless.
Products,Biller Centre,https://jiopay.com/business/biller,Enable your users to pay for different services,"Enable your users to pay for different services If you are a business looking for ways to allow your users to pay bills of different essentials and utilities, we have you covered Talk To Us"
Products,Biller Centre,https://jiopay.com/business/biller,"Want to better your checkout experience? 
Contact Us.",Want to better your checkout experience? Contact Us.
Products,Biller Centre,https://jiopay.com/business/biller,"By completing this form, I have read and acknowledged the
 Privacy Policy 
and agree that JioPay may contact me at the email address or phone number above","By completing this form, I have read and acknowledged the Privacy Policy and agree that JioPay may contact me at the email address or phone number above"
Products,Biller Centre,https://jiopay.com/business/biller,Jio Payment Solutions Limited,Jio Payment Solutions Limited (formerly known as Reliance Payment Solutions Limited)
Products,Biller Centre,https://jiopay.com/business/biller,Registered Address :,"Registered Address : 5th Floor, Court House, Lokmanya Tilak Marg, Dhobi Talao, Mumbai - 400 002, India"
Products,Biller Centre,https://jiopay.com/business/biller,Corporate Address :,"Corporate Address : 2nd Floor B Wing, Building 25, Dhirubhai Ambani Knowledge City, Kopar Khairane, Navi Mumbai –400 710, India"
Products,JioPay Business App,https://jiopay.com/business/jio-pay-business,JIOPAY BUSINESS APP,"JIOPAY BUSINESS APP Simple, instant UPI payments from your customers Start accepting UPI payments from your customers instantly irrespective of which UPI app they use."
Products,JioPay Business App,https://jiopay.com/business/jio-pay-business,Quick Sign-up,Quick Sign-up Instant 2-step process
Products,JioPay Business App,https://jiopay.com/business/jio-pay-business,Offline Payments,Offline Payments Download UPI QR code to accept payments when you’re offline
Products,JioPay Business App,https://jiopay.com/business/jio-pay-business,Omnichannel Payments,Omnichannel Payments Accept from users walking-in to the store and home-delivery orders
Products,JioPay Business App,https://jiopay.com/business/jio-pay-business,Auto Reconciliation & Settlement,Auto Reconciliation & Settlement Get the money instantly credited to your linked bank account
Products,JioPay Business App,https://jiopay.com/business/jio-pay-business,Transaction Summary,Transaction Summary View summary of all transactions
Products,JioPay Business App,https://jiopay.com/business/jio-pay-business,All-in-One QR,"All-in-One QR Accept UPI, Cards, Netbanking, Wallets, Pay Later & Sodexo (Coming Soon)"
Products,JioPay Business App,https://jiopay.com/business/jio-pay-business,Quick & simple way to accept UPI payments,Quick & simple way to accept UPI payments Download the app from Google Playstore and start accepting payment
Products,JioPay Business App,https://jiopay.com/business/jio-pay-business,Offline or online payments basis your choice,Offline or online payments basis your choice Download the UPI QR code in your phone for offline payment acceptance or instantly generate the dynamic QR in-app for customers to scan and make payment
Products,JioPay Business App,https://jiopay.com/business/jio-pay-business,Quick Reconciliation of your daily sales & settlement,Quick Reconciliation of your daily sales & settlement Browse through the transaction history & settlement history to understand your daily sales and settlement
Products,JioPay Business App,https://jiopay.com/business/jio-pay-business,Jio Payment Solutions Limited,Jio Payment Solutions Limited (formerly known as Reliance Payment Solutions Limited)
Products,JioPay Business App,https://jiopay.com/business/jio-pay-business,Registered Address :,"Registered Address : 5th Floor, Court House, Lokmanya Tilak Marg, Dhobi Talao, Mumbai - 400 002, India"
Products,JioPay Business App,https://jiopay.com/business/jio-pay-business,Corporate Address :,"Corporate Address : 2nd Floor B Wing, Building 25, Dhirubhai Ambani Knowledge City, Kopar Khairane, Navi Mumbai –400 710, India"
Legal,Privacy Policy,https://jiopay.com/business/privacy-policy,Jio Payment Solutions Limited,Jio Payment Solutions Limited (formerly known as Reliance Payment Solutions Limited)
Legal,Privacy Policy,https://jiopay.com/business/privacy-policy,Registered Address :,"Registered Address : 5th Floor, Court House, Lokmanya Tilak Marg, Dhobi Talao, Mumbai - 400 002, India"
Legal,Privacy Policy,https://jiopay.com/business/privacy-policy,Corporate Address :,"Corporate Address : 2nd Floor B Wing, Building 25, Dhirubhai Ambani Knowledge City, Kopar Khairane, Navi Mumbai –400 710, India"
Legal,Terms & Conditions,https://jiopay.com/business/terms-conditions,Jio Payment Solutions Limited,Jio Payment Solutions Limited (formerly known as Reliance Payment Solutions Limited)
Legal,Terms & Conditions,https://jiopay.com/business/terms-conditions,Registered Address :,"Registered Address : 5th Floor, Court House, Lokmanya Tilak Marg, Dhobi Talao, Mumbai - 400 002, India"
Legal,Terms & Conditions,https://jiopay.com/business/terms-conditions,Corporate Address :,"Corporate Address : 2nd Floor B Wing, Building 25, Dhirubhai Ambani Knowledge City, Kopar Khairane, Navi Mumbai –400 710, India"
Legal,Merchant Onboarding & KYC-AML Policy,https://jiopay.com/business/on-boarding-and-kyc-policy,Jio Payment Solutions Limited (formerly known as Reliance Payment Solutions Limited),Jio Payment Solutions Limited (formerly known as Reliance Payment Solutions Limited) Merchant Onboarding Requisites
Legal,Merchant Onboarding & KYC-AML Policy,https://jiopay.com/business/on-boarding-and-kyc-policy,Jio Payment Solutions Limited,Jio Payment Solutions Limited (formerly known as Reliance Payment Solutions Limited)
Legal,Merchant Onboarding & KYC-AML Policy,https://jiopay.com/business/on-boarding-and-kyc-policy,Registered Address :,"Registered Address : 5th Floor, Court House, Lokmanya Tilak Marg, Dhobi Talao, Mumbai - 400 002, India"
Legal,Merchant Onboarding & KYC-AML Policy,https://jiopay.com/business/on-boarding-and-kyc-policy,Corporate Address :,"Corporate Address : 2nd Floor B Wing, Building 25, Dhirubhai Ambani Knowledge City, Kopar Khairane, Navi Mumbai –400 710, India"
Legal,BillPay Terms & Conditions,https://jiopay.com/business/billpay-terms-conditions,Jio Payment Solutions Limited,Jio Payment Solutions Limited (formerly known as Reliance Payment Solutions Limited)
Legal,BillPay Terms & Conditions,https://jiopay.com/business/billpay-terms-conditions,Registered Address :,"Registered Address : 5th Floor, Court House, Lokmanya Tilak Marg, Dhobi Talao, Mumbai - 400 002, India"
Legal,BillPay Terms & Conditions,https://jiopay.com/business/billpay-terms-conditions,Corporate Address :,"Corporate Address : 2nd Floor B Wing, Building 25, Dhirubhai Ambani Knowledge City, Kopar Khairane, Navi Mumbai –400 710, India"
